ts_key,smape,category
ALFA ROMEO_GIULIA_All_Wheel_Drive,28.44723253912027,20-30%
ALFA ROMEO_GIULIA_Diesel,133.17955863777203,>40%
ALFA ROMEO_GIULIA_Petrol,13.278005267189167,10-20%
ALFA ROMEO_GIULIA_Total,12.75136801949079,10-20%
ALFA ROMEO_STELVIO_All_Wheel_Drive,29.687763792142256,20-30%
ALFA ROMEO_STELVIO_Diesel,90.08559898436258,>40%
ALFA ROMEO_STELVIO_Petrol,19.77691505601825,10-20%
ALFA ROMEO_STELVIO_Total,28.67566110950766,20-30%
ALFA ROMEO_TONALE_All_Wheel_Drive,112.43977303311874,>40%
ALFA ROMEO_TONALE_Diesel,131.27362066734526,>40%
ALFA ROMEO_TONALE_Hybrid,28.861339610969612,20-30%
ALFA ROMEO_TONALE_Total,31.337644340924648,30-40%
ALPINE_A110_Petrol,87.9513839410889,>40%
ALPINE_A110_Total,92.78568521235256,>40%
ASTON MARTIN_DBX_All_Wheel_Drive,164.77237912562978,>40%
ASTON MARTIN_DBX_Petrol,170.20724202866433,>40%
ASTON MARTIN_DBX_Total,168.15377690485224,>40%
ASTON MARTIN_SONSTIGE_All_Wheel_Drive,200.0,>40%
ASTON MARTIN_SONSTIGE_Convertibles,200.0,>40%
ASTON MARTIN_SONSTIGE_Petrol,200.0,>40%
ASTON MARTIN_SONSTIGE_Total,200.0,>40%
AUDI_A1_Petrol,60.32919577544193,>40%
AUDI_A1_Total,59.47658670733493,>40%
AUDI_A3_All_Wheel_Drive,47.799766981393596,>40%
AUDI_A3_Diesel,76.27292685421443,>40%
AUDI_A3_Hybrid,52.566579784083245,>40%
AUDI_A3_Petrol,70.99303559897608,>40%
AUDI_A3_Total,73.40102915309846,>40%
AUDI_A4_All_Wheel_Drive,13.326016614527667,10-20%
AUDI_A4_Hybrid,6.548131092902689,<10%
AUDI_A4_Petrol,30.477050886624866,30-40%
AUDI_A4_Total,9.782523497137761,<10%
AUDI_A5_All_Wheel_Drive,66.27319342769952,>40%
AUDI_A5_Convertibles,37.838952641708225,30-40%
AUDI_A5_Diesel,178.12643468340582,>40%
AUDI_A5_Hybrid,78.97447451740435,>40%
AUDI_A5_Petrol,101.04259362610158,>40%
AUDI_A5_Total,81.18485850270778,>40%
AUDI_A6_All_Wheel_Drive,67.05949412243132,>40%
AUDI_A6_Diesel,200.0,>40%
AUDI_A6_Electric_BEV,20.98464006533095,20-30%
AUDI_A6_Hybrid,64.17400735063919,>40%
AUDI_A6_Petrol,188.97126467236467,>40%
AUDI_A6_Total,65.58339904267652,>40%
AUDI_A7_All_Wheel_Drive,60.63655565653819,>40%
AUDI_A7_Hybrid,64.8223520958058,>40%
AUDI_A7_Petrol,194.54387045022477,>40%
AUDI_A7_Total,73.5892970152913,>40%
AUDI_A8_All_Wheel_Drive,29.054578694198963,20-30%
AUDI_A8_Hybrid,40.64396171041946,>40%
AUDI_A8_Petrol,197.49146129958197,>40%
AUDI_A8_Total,35.570133473766305,30-40%
AUDI_E-TRON GT_All_Wheel_Drive,46.909105751691776,>40%
AUDI_E-TRON GT_Electric_BEV,45.39982488033371,>40%
AUDI_E-TRON GT_Total,47.81360426451336,>40%
AUDI_Q2_All_Wheel_Drive,43.0607069502731,>40%
AUDI_Q2_Diesel,28.63550622046935,20-30%
