ts_key,smape,category
ALFA ROMEO_GIULIA_All_Wheel_Drive,27.270186339418917,20-30%
ALFA ROMEO_GIULIA_Diesel,103.48004187474697,>40%
ALFA ROMEO_GIULIA_Petrol,31.528088566934905,30-40%
ALFA ROMEO_GIULIA_Total,30.231449855377836,30-40%
ALFA ROMEO_JUNIOR_All_Wheel_Drive,92.33688850781759,>40%
ALFA ROMEO_JUNIOR_Electric_BEV,105.41117139392078,>40%
ALFA ROMEO_JUNIOR_Hybrid,14.119206469581133,10-20%
ALFA ROMEO_JUNIOR_Total,16.342094291711707,10-20%
ALFA ROMEO_STELVIO_All_Wheel_Drive,17.644002703825038,10-20%
ALFA ROMEO_STELVIO_Diesel,54.61758818965684,>40%
ALFA ROMEO_STELVIO_Petrol,15.53108818566831,10-20%
ALFA ROMEO_STELVIO_Total,17.521802327819984,10-20%
ALFA ROMEO_TONALE_All_Wheel_Drive,134.56048150948104,>40%
ALFA ROMEO_TONALE_Diesel,102.26950916026138,>40%
ALFA ROMEO_TONALE_Hybrid,18.33289594393063,10-20%
ALFA ROMEO_TONALE_Total,17.48191593508728,10-20%
ALPINE_A110_Petrol,71.33033446505212,>40%
ALPINE_A110_Total,86.44552943560072,>40%
ALPINE_SONSTIGE_Petrol,166.10971514210553,>40%
ALPINE_SONSTIGE_Total,163.69083799196613,>40%
AUDI_A1_Petrol,32.4332347863254,30-40%
AUDI_A1_Total,32.561966720194384,30-40%
AUDI_A3_All_Wheel_Drive,11.610916960773388,10-20%
AUDI_A3_Diesel,46.00592011654854,>40%
AUDI_A3_Hybrid,37.73243848474579,30-40%
AUDI_A3_Petrol,20.668514773522414,20-30%
AUDI_A3_Total,51.47786348014357,>40%
AUDI_A4_All_Wheel_Drive,99.0969744365147,>40%
AUDI_A4_Hybrid,95.28994718720718,>40%
AUDI_A4_Petrol,84.42752062850906,>40%
AUDI_A4_Total,88.05416994479404,>40%
AUDI_A5_All_Wheel_Drive,42.659123492257905,>40%
AUDI_A5_Convertibles,195.85614928858283,>40%
AUDI_A5_Diesel,135.827048892951,>40%
AUDI_A5_Hybrid,43.596002313166586,>40%
AUDI_A5_Petrol,22.333671379531626,20-30%
AUDI_A5_Total,30.816225489758065,30-40%
AUDI_A6_All_Wheel_Drive,23.54819501428289,20-30%
AUDI_A6_Diesel,184.00968707275237,>40%
AUDI_A6_Electric_BEV,17.793720214322285,10-20%
AUDI_A6_Hybrid,23.602117852080976,20-30%
AUDI_A6_Petrol,45.81537627611987,>40%
AUDI_A6_Total,26.379749598219494,20-30%
AUDI_A7_All_Wheel_Drive,49.767185429841355,>40%
AUDI_A7_Hybrid,46.61047632266335,>40%
AUDI_A7_Petrol,200.0,>40%
