ts_key,smape,category
ALFA ROMEO_GIULIA_All_Wheel_Drive,53.52521599078751,>40%
ALFA ROMEO_GIULIA_Diesel,150.49291515648667,>40%
ALFA ROMEO_GIULIA_Petrol,41.06013851275739,>40%
ALFA ROMEO_GIULIA_Total,45.67133351018484,>40%
ALFA ROMEO_JUNIOR_All_Wheel_Drive,54.5171039086385,>40%
ALFA ROMEO_JUNIOR_Electric_BEV,91.70264337475967,>40%
ALFA ROMEO_JUNIOR_Hybrid,11.131157929467223,10-20%
ALFA ROMEO_JUNIOR_Total,11.360912097276714,10-20%
ALFA ROMEO_STELVIO_All_Wheel_Drive,25.12501218077598,20-30%
ALFA ROMEO_STELVIO_Diesel,81.83115536657519,>40%
ALFA ROMEO_STELVIO_Petrol,26.76876382488779,20-30%
ALFA ROMEO_STELVIO_Total,26.05945743189365,20-30%
ALFA ROMEO_TONALE_All_Wheel_Drive,170.4767124724802,>40%
ALFA ROMEO_TONALE_Diesel,105.4699867367222,>40%
ALFA ROMEO_TONALE_Hybrid,35.68740939991156,30-40%
ALFA ROMEO_TONALE_Total,43.756908275506504,>40%
ALPINE_A110_Petrol,109.15972508364884,>40%
ALPINE_A110_Total,111.19405241578117,>40%
ALPINE_SONSTIGE_Petrol,168.41815292508858,>40%
ALPINE_SONSTIGE_Total,174.20629874044494,>40%
AUDI_A1_Petrol,6.15886667130773,<10%
AUDI_A1_Total,5.410601140115262,<10%
AUDI_A3_All_Wheel_Drive,12.691695610543515,10-20%
AUDI_A3_Diesel,35.43534282160441,30-40%
AUDI_A3_Hybrid,13.499713788246057,10-20%
AUDI_A3_Petrol,16.21032504950368,10-20%
AUDI_A3_Total,5.167526185254472,<10%
AUDI_A4_All_Wheel_Drive,109.3708686823387,>40%
AUDI_A4_Hybrid,118.40373475265406,>40%
AUDI_A4_Petrol,137.48425039063142,>40%
AUDI_A4_Total,99.41548723380853,>40%
AUDI_A5_All_Wheel_Drive,16.779873263124127,10-20%
AUDI_A5_Convertibles,197.55323526823042,>40%
AUDI_A5_Diesel,175.93727056373575,>40%
AUDI_A5_Hybrid,18.786758199283273,10-20%
AUDI_A5_Petrol,44.965567867634235,>40%
AUDI_A5_Total,10.320069468153271,10-20%
AUDI_A6_All_Wheel_Drive,20.0589837034682,20-30%
AUDI_A6_Diesel,179.7770755688724,>40%
AUDI_A6_Electric_BEV,29.784479471142188,20-30%
AUDI_A6_Hybrid,32.23264800446415,30-40%
AUDI_A6_Petrol,55.30020494228375,>40%
AUDI_A6_Total,18.156839125930187,10-20%
AUDI_A7_All_Wheel_Drive,55.05139284295395,>40%
AUDI_A7_Hybrid,51.80084587939069,>40%
AUDI_A7_Petrol,200.0,>40%
AUDI_A7_Total,57.89979354273932,>40%
AUDI_A8_All_Wheel_Drive,31.41959561544413,30-40%
AUDI_A8_Hybrid,30.702429850029006,30-40%
AUDI_A8_Petrol,200.0,>40%
AUDI_A8_Total,31.67791184466944,30-40%
AUDI_E-TRON GT_All_Wheel_Drive,51.15480209916306,>40%
AUDI_E-TRON GT_Electric_BEV,67.48603116796788,>40%
AUDI_E-TRON GT_Total,69.89248516335981,>40%
AUDI_Q2_All_Wheel_Drive,12.369981884681636,10-20%
AUDI_Q2_Diesel,20.697377540776408,20-30%
AUDI_Q2_Petrol,6.019739023883278,<10%
AUDI_Q2_Total,7.80718501988247,<10%
AUDI_Q3_All_Wheel_Drive,19.39184756287724,10-20%
AUDI_Q3_Diesel,21.191556817933254,20-30%
AUDI_Q3_Hybrid,48.369112933129685,>40%
AUDI_Q3_Petrol,16.944614815430025,10-20%
AUDI_Q3_Total,22.714242727084468,20-30%
AUDI_Q4_All_Wheel_Drive,18.621004311173927,10-20%
AUDI_Q4_Electric_BEV,22.1586178628662,20-30%
AUDI_Q4_Total,22.76676598011773,20-30%
AUDI_Q5_All_Wheel_Drive,16.986244816425884,10-20%
AUDI_Q5_Diesel,174.6673586650611,>40%
AUDI_Q5_Hybrid,21.02967096248704,20-30%
AUDI_Q5_Petrol,128.37716333018895,>40%
AUDI_Q5_Total,18.269326322097097,10-20%
AUDI_Q6_All_Wheel_Drive,52.18518341626375,>40%
AUDI_Q6_Electric_BEV,47.45710838132557,>40%
AUDI_Q6_Total,46.1569412399258,>40%
AUDI_Q7_All_Wheel_Drive,3.9768356936522204,<10%
AUDI_Q7_Diesel,200.0,>40%
AUDI_Q7_Hybrid,7.7501122715343085,<10%
AUDI_Q7_Petrol,19.876188877611103,10-20%
AUDI_Q7_Total,3.8605244825757645,<10%
AUDI_Q8_All_Wheel_Drive,15.275324836812013,10-20%
AUDI_Q8_Diesel,127.20749918342736,>40%
AUDI_Q8_Electric_BEV,177.00687084363113,>40%
AUDI_Q8_Hybrid,8.058512491408184,<10%
AUDI_Q8_Petrol,50.51277969812856,>40%
AUDI_Q8_Total,16.328135278606474,10-20%
AUDI_R8_All_Wheel_Drive,189.21292601063945,>40%
AUDI_R8_Convertibles,193.22158650246448,>40%
AUDI_R8_Petrol,176.87821555010655,>40%
AUDI_R8_Total,173.9834900301961,>40%
AUDI_SONSTIGE_All_Wheel_Drive,89.36233047486446,>40%
AUDI_SONSTIGE_Diesel,113.1869932075286,>40%
AUDI_SONSTIGE_Electric_BEV,118.61251476880648,>40%
AUDI_SONSTIGE_Hybrid,142.12263687750422,>40%
AUDI_SONSTIGE_Petrol,152.08250027325647,>40%
AUDI_SONSTIGE_Total,85.07624595434557,>40%
AUDI_TT_All_Wheel_Drive,194.77535193189846,>40%
AUDI_TT_Convertibles,195.0076748163186,>40%
AUDI_TT_Petrol,193.27506116781626,>40%
AUDI_TT_Total,192.80908837919065,>40%
BENTLEY_BENTAYGA_All_Wheel_Drive,122.1638969536144,>40%
BENTLEY_BENTAYGA_Hybrid,140.18718445583426,>40%
BENTLEY_BENTAYGA_Petrol,122.02199174833615,>40%
BENTLEY_BENTAYGA_Total,102.46787313574433,>40%
BENTLEY_CONTINENTAL_All_Wheel_Drive,65.4671253966106,>40%
BENTLEY_CONTINENTAL_Convertibles,125.77749078206524,>40%
BENTLEY_CONTINENTAL_Hybrid,88.5010792901916,>40%
BENTLEY_CONTINENTAL_Petrol,133.02351667185582,>40%
BENTLEY_CONTINENTAL_Total,72.3879544437994,>40%
BMW_1ER_All_Wheel_Drive,6.873515661521501,<10%
BMW_1ER_Diesel,30.146457900061858,30-40%
BMW_1ER_Electric_BEV,194.90763330021713,>40%
BMW_1ER_Hybrid,26.070532207284426,20-30%
BMW_1ER_Petrol,12.78880947575852,10-20%
BMW_1ER_Total,21.063954097241787,20-30%
BMW_2ER_All_Wheel_Drive,9.18842091538606,<10%
BMW_2ER_Diesel,62.2568829721688,>40%
BMW_2ER_Hybrid,23.460853039774353,20-30%
BMW_2ER_Petrol,17.249026105727143,10-20%
BMW_2ER_Total,17.506209887719148,10-20%
BMW_3ER_All_Wheel_Drive,10.424508219149073,10-20%
BMW_3ER_Diesel,200.0,>40%
BMW_3ER_Hybrid,14.440946071999027,10-20%
BMW_3ER_Petrol,7.841061290472428,<10%
BMW_3ER_Total,19.461746258349258,10-20%
BMW_4ER_All_Wheel_Drive,25.8577150470927,20-30%
BMW_4ER_Convertibles,44.995163051142704,>40%
BMW_4ER_Electric_BEV,30.16045899687559,30-40%
BMW_4ER_Hybrid,23.82982222366812,20-30%
BMW_4ER_Petrol,35.42823269687101,30-40%
BMW_4ER_Total,27.000681295419238,20-30%
BMW_5ER_All_Wheel_Drive,14.830771557603786,10-20%
BMW_5ER_Electric_BEV,21.22132386556979,20-30%
BMW_5ER_Hybrid,24.98428494686092,20-30%
BMW_5ER_Petrol,191.8810181897694,>40%
BMW_5ER_Total,23.378001097837327,20-30%
BMW_7ER_All_Wheel_Drive,38.081467207016885,30-40%
BMW_7ER_Electric_BEV,26.738876738921185,20-30%
BMW_7ER_Hybrid,45.4053506810075,>40%
BMW_7ER_Petrol,197.2690310065315,>40%
BMW_7ER_Total,26.938381294264513,20-30%
BMW_8ER_All_Wheel_Drive,28.04644124191624,20-30%
BMW_8ER_Convertibles,65.83018861849908,>40%
BMW_8ER_Hybrid,71.27158464802464,>40%
BMW_8ER_Petrol,31.054790917253673,30-40%
BMW_8ER_Total,30.466990395235634,30-40%
BMW_IX_All_Wheel_Drive,23.79042310682212,20-30%
BMW_IX_Electric_BEV,22.785585779730567,20-30%
BMW_IX_Total,22.19849083611009,20-30%
BMW_SONSTIGE_All_Wheel_Drive,25.73625974803509,20-30%
BMW_SONSTIGE_Convertibles,200.0,>40%
BMW_SONSTIGE_Diesel,187.73181633707986,>40%
BMW_SONSTIGE_Hybrid,70.45544585691181,>40%
BMW_SONSTIGE_Petrol,25.257304300511652,20-30%
BMW_SONSTIGE_Total,11.79358872372001,10-20%
BMW_X1_All_Wheel_Drive,33.98923935735393,30-40%
BMW_X1_Diesel,51.66325353321085,>40%
BMW_X1_Electric_BEV,44.27502271544688,>40%
BMW_X1_Hybrid,40.94632521824588,>40%
BMW_X1_Petrol,55.50732032255867,>40%
BMW_X1_Total,29.612860674172815,20-30%
BMW_X2_All_Wheel_Drive,42.15616074109096,>40%
BMW_X2_Diesel,135.50761521920975,>40%
BMW_X2_Electric_BEV,49.287364013156235,>40%
BMW_X2_Hybrid,48.82339649473494,>40%
