metric,mean,std
MSE,81452.81879782304,18538.609541157286
RMSE,284.0938169774893,33.39585198008463
MAE,124.06921491694413,16.224598510576417
R²,0.8459012998420183,0.03291493270251433
SMAPE,88.69840239486297,1.621746004541808
