fold,<10%_count,10-20%_count,20-30%_count,30-40%_count,>40%_count,<10%_pct,10-20%_pct,20-30%_pct,30-40%_pct,>40%_pct
Fold 1,23,110,117,112,957,1.7437452615617892,8.33965125094769,8.87035633055345,8.491281273692191,72.55496588324488
Fold 2,30,95,119,130,956,2.2556390977443606,7.142857142857142,8.947368421052632,9.774436090225564,71.8796992481203
Fold 3,40,165,182,149,819,2.952029520295203,12.177121771217712,13.431734317343174,10.99630996309963,60.44280442804428
