metric,mean,std
MSE,185912.94515355173,41439.34407422447
RMSE,429.4620099848792,47.042435097992424
MAE,177.8269527258556,34.558652962923794
R²,0.6550865967578005,0.054006982426144524
SMAPE,89.67825531718715,10.15087173667194
