fold,mse,rmse,mae,r2,smape
Fold 1,122702.2249064226,350.2887735946195,140.41853478350478,0.7800385499502155,73.68698419105795
Fold 2,130373.1347628712,361.0722015925225,179.18774806358905,0.7399118345908556,102.82725297189992
Fold 3,158993.3733469603,398.7397313373227,162.58246645112172,0.6972670092182136,91.72668015451116
