ts_key,smape,category
BMW_2ER_Diesel,161.1953840693822,>40%
BMW_2ER_Hybrid,43.51616391311384,>40%
BMW_2ER_Petrol,12.48379499208972,10-20%
BMW_2ER_Total,20.913884815706794,20-30%
BMW_3ER_All_Wheel_Drive,7.471224131801195,<10%
BMW_3ER_Diesel,0.0,<10%
BMW_3ER_Hybrid,15.880083906282946,10-20%
BMW_3ER_Petrol,10.118615204780017,10-20%
BMW_3ER_Total,11.940028756103533,10-20%
BMW_4ER_All_Wheel_Drive,21.96210323615783,20-30%
BMW_4ER_Convertibles,30.927028129716668,30-40%
BMW_4ER_Electric_BEV,22.638555810111015,20-30%
BMW_4ER_Hybrid,17.773450690791737,10-20%
BMW_4ER_Petrol,25.075603744920667,20-30%
BMW_4ER_Total,19.568640900798314,10-20%
BMW_5ER_All_Wheel_Drive,16.62065273074073,10-20%
BMW_5ER_Electric_BEV,20.377725187378037,20-30%
BMW_5ER_Hybrid,17.48666480271979,10-20%
BMW_5ER_Petrol,66.66666666666666,>40%
BMW_5ER_Total,14.326671253193938,10-20%
BMW_7ER_All_Wheel_Drive,46.86425872289736,>40%
BMW_7ER_Electric_BEV,200.0,>40%
BMW_7ER_Hybrid,102.23818151944413,>40%
BMW_7ER_Petrol,66.66666666666666,>40%
BMW_7ER_Total,41.564560482410506,>40%
BMW_8ER_All_Wheel_Drive,180.88240586326128,>40%
BMW_8ER_Convertibles,200.0,>40%
BMW_8ER_Hybrid,200.0,>40%
BMW_8ER_Petrol,200.0,>40%
BMW_8ER_Total,170.21859983349472,>40%
BMW_IX_All_Wheel_Drive,18.172578689957906,10-20%
BMW_IX_Electric_BEV,18.6169561238267,10-20%
BMW_IX_Total,17.99308239786883,10-20%
BMW_SONSTIGE_All_Wheel_Drive,200.0,>40%
BMW_SONSTIGE_Convertibles,0.0,<10%
BMW_SONSTIGE_Diesel,133.33333333333331,>40%
BMW_SONSTIGE_Hybrid,200.0,>40%
BMW_SONSTIGE_Petrol,200.0,>40%
BMW_SONSTIGE_Total,200.0,>40%
BMW_X1_All_Wheel_Drive,30.61082256442808,30-40%
BMW_X1_Diesel,10.29441959751231,10-20%
BMW_X1_Electric_BEV,43.51673889846936,>40%
BMW_X1_Hybrid,30.852509142706474,30-40%
BMW_X1_Petrol,45.422253024062414,>40%
BMW_X1_Total,27.8033656643643,20-30%
BMW_X2_All_Wheel_Drive,36.72094823662891,30-40%
BMW_X2_Diesel,200.0,>40%
BMW_X2_Electric_BEV,46.58103950635882,>40%
BMW_X2_Hybrid,25.644134212294485,20-30%
BMW_X2_Petrol,172.07284399488293,>40%
BMW_X2_Total,37.19762926773381,30-40%
BMW_X3_All_Wheel_Drive,25.388700605843766,20-30%
BMW_X3_Diesel,0.0,<10%
BMW_X3_Electric_BEV,173.51880421837117,>40%
BMW_X3_Hybrid,29.76277819520801,20-30%
BMW_X3_Petrol,200.0,>40%
BMW_X3_Total,17.269129729831324,10-20%
BMW_X4_All_Wheel_Drive,32.833917746697246,30-40%
BMW_X4_Hybrid,67.92846448666182,>40%
BMW_X4_Petrol,200.0,>40%
BMW_X4_Total,30.74212273247971,30-40%
BMW_X5_All_Wheel_Drive,32.25693003525534,30-40%
BMW_X5_Diesel,0.0,<10%
BMW_X5_Hybrid,31.784305062208706,30-40%
BMW_X5_Petrol,66.66666666666666,>40%
BMW_X5_Total,31.44016096240914,30-40%
BMW_X6_All_Wheel_Drive,53.95063917070184,>40%
BMW_X6_Hybrid,54.93764899499166,>40%
BMW_X6_Petrol,66.66666666666666,>40%
BMW_X6_Total,47.90935409204355,>40%
BMW_X7_All_Wheel_Drive,42.400423377700875,>40%
BMW_X7_Diesel,66.66666666666666,>40%
BMW_X7_Hybrid,42.66707582688019,>40%
BMW_X7_Petrol,0.0,<10%
BMW_X7_Total,54.43448091449965,>40%
BMW_XM_All_Wheel_Drive,200.0,>40%
BMW_XM_Hybrid,200.0,>40%
BMW_XM_Total,200.0,>40%
BMW_Z4_Convertibles,29.745577007822497,20-30%
BMW_Z4_Petrol,39.72916591412627,30-40%
BMW_Z4_Total,35.32599749778636,30-40%
BYD_ATTO 3_Electric_BEV,112.85050360346742,>40%
BYD_ATTO 3_Total,111.65108661512069,>40%
BYD_DOLPHIN_Electric_BEV,200.0,>40%
BYD_DOLPHIN_Total,200.0,>40%
BYD_SEAL U_All_Wheel_Drive,75.38176937025142,>40%
BYD_SEAL U_Electric_BEV,105.972598562368,>40%
BYD_SEAL U_Hybrid,41.807095481205955,>40%
BYD_SEAL U_Total,50.01714648965942,>40%
BYD_SEALION 7_All_Wheel_Drive,162.99689928293873,>40%
BYD_SEALION 7_Electric_BEV,60.45515056649021,>40%
BYD_SEALION 7_Total,74.94984974006219,>40%
BYD_SEAL_All_Wheel_Drive,200.0,>40%
BYD_SEAL_Electric_BEV,100.4848088661629,>40%
BYD_SEAL_Hybrid,133.33333333333331,>40%
BYD_SEAL_Total,124.0077312080699,>40%
BYD_SONSTIGE_All_Wheel_Drive,200.0,>40%
BYD_SONSTIGE_Diesel,66.66666666666666,>40%
BYD_SONSTIGE_Electric_BEV,133.33333333333331,>40%
BYD_SONSTIGE_Hybrid,66.66666666666666,>40%
BYD_SONSTIGE_Total,200.0,>40%
BYD_TANG_All_Wheel_Drive,200.0,>40%
BYD_TANG_Electric_BEV,200.0,>40%
BYD_TANG_Total,200.0,>40%
CADILLAC_ESCALADE_All_Wheel_Drive,200.0,>40%
CADILLAC_ESCALADE_Petrol,200.0,>40%
CADILLAC_ESCALADE_Total,200.0,>40%
CADILLAC_XT4_All_Wheel_Drive,0.0,<10%
CADILLAC_XT4_Petrol,0.0,<10%
CADILLAC_XT4_Total,0.0,<10%
CITROEN_BERLINGO_Diesel,25.690417334179205,20-30%
CITROEN_BERLINGO_Electric_BEV,200.0,>40%
CITROEN_BERLINGO_Petrol,200.0,>40%
CITROEN_BERLINGO_Total,18.335816525620423,10-20%
CITROEN_C3_Electric_BEV,64.27077880468794,>40%
CITROEN_C3_Hybrid,200.0,>40%
CITROEN_C3_Petrol,43.25617684604148,>40%
CITROEN_C3_Total,20.95863552182444,20-30%
CITROEN_C4_Diesel,0.0,<10%
CITROEN_C4_Electric_BEV,200.0,>40%
CITROEN_C4_Hybrid,43.62206831281176,>40%
CITROEN_C4_Petrol,88.44177762176629,>40%
CITROEN_C4_Total,39.76260497528405,30-40%
CITROEN_C5_Diesel,61.82141560358134,>40%
CITROEN_C5_Electric_BEV,133.33333333333331,>40%
CITROEN_C5_Hybrid,17.79329460650633,10-20%
CITROEN_C5_Petrol,133.33333333333331,>40%
CITROEN_C5_Total,29.185897833797682,20-30%
CITROEN_JUMPER_All_Wheel_Drive,200.0,>40%
CITROEN_JUMPER_Diesel,14.061930887957146,10-20%
CITROEN_JUMPER_Petrol,133.33333333333331,>40%
CITROEN_JUMPER_Total,13.532216074692993,10-20%
CITROEN_JUMPY_All_Wheel_Drive,133.33333333333331,>40%
CITROEN_JUMPY_Diesel,12.593395543618094,10-20%
CITROEN_JUMPY_Electric_BEV,200.0,>40%
CITROEN_JUMPY_Petrol,0.0,<10%
CITROEN_JUMPY_Total,14.34569946564742,10-20%
DACIA_DUSTER_All_Wheel_Drive,21.4302283477482,20-30%
